*******************************************************************************
Ephemeris / WWW_USER Thu Jun  8 09:32:56 2017 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: (2017 EA)                       {source: JPL#2}
Center body name: Earth (399)                     {source: DE431}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2017-Mar-01 00:00:00.0000 TDB
Stop  time      : A.D. 2017-Mar-04 00:00:00.0000 TDB
Step-size       : 1 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Small perturbers: Yes                             {source: SB431-N16}
Output units    : KM-S                                                         
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : ICRF/J2000.0                                                 
Coordinate systm: Ecliptic and Mean Equinox of Reference Epoch                 
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
  EPOCH=  2457814.5 ! 2017-Mar-02.00 (TDB)         Residual RMS= .2704         
   EC= .6637903807322831   QR= .7400230207428129   TP= 2457857.4253634126      
   OM= 161.8980155037973   W=  68.66986798856206   IN= 2.54916135011202        
  Equivalent ICRF heliocentric equatorial cartesian coordinates (au, au/d):
   X=-9.443262483675667E-01  Y= 2.933073821891305E-01  Z= 1.266662031174088E-01
  VX= 2.985660714580667E-03 VY=-1.979398519079220E-02 VZ=-7.648803848027207E-03
Asteroid physical parameters (km, seconds, rotational period in hours):        
   GM= n.a.                RAD= n.a.               ROTPER= n.a.                
   H= 30.8                 G= .150                 B-V= n.a.                   
                           ALBEDO= n.a.            STYP= n.a.                  
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2457813.565972222, A.D. 2017-Mar-01 01:35:00.0000, -2.006203481535017E+06,  1.082189206865983E+06, -1.869601635706751E+05,  1.516869683176204E+01, -8.357499997901911E+00,  1.478338050394639E+00,
2457813.566666667, A.D. 2017-Mar-01 01:36:00.0000, -2.005293359978795E+06,  1.081687756872797E+06, -1.868714632595486E+05,  1.516868837699359E+01, -8.357499775594073E+00,  1.478338987183937E+00,
2457813.567361111, A.D. 2017-Mar-01 01:37:00.0000, -2.004383238929600E+06,  1.081186306892840E+06, -1.867827628922127E+05,  1.516867993060623E+01, -8.357499557067007E+00,  1.478339924138243E+00,
2457813.568055556, A.D. 2017-Mar-01 01:38:00.0000, -2.003473118386954E+06,  1.080684856925867E+06, -1.866940624686507E+05,  1.516867149260523E+01, -8.357499342323212E+00,  1.478340861257993E+00,
2457813.568750000, A.D. 2017-Mar-01 01:39:00.0000, -2.002562998350322E+06,  1.080183406971676E+06, -1.866053619888569E+05,  1.516866306299588E+01, -8.357499131365229E+00,  1.478341798543632E+00,
2457813.569444444, A.D. 2017-Mar-01 01:40:00.0000, -2.001652878819257E+06,  1.079681957030029E+06, -1.865166614528243E+05,  1.516865464178350E+01, -8.357498924195555E+00,  1.478342735995599E+00,
2457813.570138889, A.D. 2017-Mar-01 01:41:00.0000, -2.000742759793162E+06,  1.079180507100711E+06, -1.864279608605378E+05,  1.516864622897337E+01, -8.357498720816723E+00,  1.478343673614331E+00,
2457813.570833333, A.D. 2017-Mar-01 01:42:00.0000, -1.999832641271561E+06,  1.078679057183460E+06, -1.863392602119853E+05,  1.516863782457081E+01, -8.357498521231273E+00,  1.478344611400277E+00,
2457813.571527778, A.D. 2017-Mar-01 01:43:00.0000, -1.998922523254067E+06,  1.078177607278067E+06, -1.862505595071613E+05,  1.516862942858116E+01, -8.357498325441721E+00,  1.478345549353874E+00,
2457813.572222222, A.D. 2017-Mar-01 01:44:00.0000, -1.998012405740023E+06,  1.077676157384333E+06, -1.861618587460600E+05,  1.516862104100976E+01, -8.357498133450616E+00,  1.478346487475560E+00,
2457813.572916667, A.D. 2017-Mar-01 01:45:00.0000, -1.997102288728952E+06,  1.077174707501986E+06, -1.860731579286663E+05,  1.516861266186194E+01, -8.357497945260496E+00,  1.478347425765790E+00,
2457813.573611111, A.D. 2017-Mar-01 01:46:00.0000, -1.996192172220379E+06,  1.076673257630809E+06, -1.859844570549620E+05,  1.516860429114307E+01, -8.357497760873910E+00,  1.478348364225002E+00,
2457813.574305556, A.D. 2017-Mar-01 01:47:00.0000, -1.995282056213856E+06,  1.076171807770603E+06, -1.858957561249513E+05,  1.516859592885850E+01, -8.357497580293428E+00,  1.478349302853646E+00,
2457813.575000000, A.D. 2017-Mar-01 01:48:00.0000, -1.994371940708786E+06,  1.075670357921109E+06, -1.858070551386183E+05,  1.516858757501362E+01, -8.357497403521595E+00,  1.478350241652169E+00,
2457813.575694445, A.D. 2017-Mar-01 01:49:00.0000, -1.993461825704664E+06,  1.075168908082104E+06, -1.857183540959485E+05,  1.516857922961380E+01, -8.357497230560964E+00,  1.478351180621013E+00,
2457813.576388889, A.D. 2017-Mar-01 01:50:00.0000, -1.992551711201072E+06,  1.074667458253368E+06, -1.856296529969471E+05,  1.516857089266444E+01, -8.357497061414122E+00,  1.478352119760628E+00,
2457813.577083333, A.D. 2017-Mar-01 01:51:00.0000, -1.991641597197384E+06,  1.074166008434663E+06, -1.855409518415807E+05,  1.516856256417094E+01, -8.357496896083633E+00,  1.478353059071468E+00,
2457813.577777778, A.D. 2017-Mar-01 01:52:00.0000, -1.990731483693212E+06,  1.073664558625766E+06, -1.854522506298578E+05,  1.516855424413872E+01, -8.357496734572083E+00,  1.478353998553972E+00,
2457813.578472222, A.D. 2017-Mar-01 01:53:00.0000, -1.989821370687932E+06,  1.073163108826424E+06, -1.853635493617456E+05,  1.516854593257319E+01, -8.357496576882053E+00,  1.478354938208607E+00,
2457813.579166667, A.D. 2017-Mar-01 01:54:00.0000, -1.988911258181095E+06,  1.072661659036458E+06, -1.852748480372606E+05,  1.516853762947979E+01, -8.357496423016119E+00,  1.478355878035805E+00,
2457813.579861111, A.D. 2017-Mar-01 01:55:00.0000, -1.988001146172255E+06,  1.072160209255594E+06, -1.851861466563811E+05,  1.516852933486396E+01, -8.357496272976892E+00,  1.478356818036035E+00,
2457813.580555555, A.D. 2017-Mar-01 01:56:00.0000, -1.987091034660757E+06,  1.071658759483625E+06, -1.850974452190983E+05,  1.516852104873115E+01, -8.357496126766961E+00,  1.478357758209748E+00,
2457813.581250000, A.D. 2017-Mar-01 01:57:00.0000, -1.986180923646182E+06,  1.071157309720299E+06, -1.850087437253926E+05,  1.516851277108682E+01, -8.357495984388919E+00,  1.478358698557380E+00,
2457813.581944444, A.D. 2017-Mar-01 01:58:00.0000, -1.985270813128054E+06,  1.070655859965421E+06, -1.849200421752646E+05,  1.516850450193645E+01, -8.357495845845387E+00,  1.478359639079402E+00,
2457813.582638889, A.D. 2017-Mar-01 01:59:00.0000, -1.984360703105807E+06,  1.070154410218738E+06, -1.848313405686982E+05,  1.516849624128550E+01, -8.357495711138995E+00,  1.478360579776278E+00,
2457813.583333333, A.D. 2017-Mar-01 02:00:00.0000, -1.983450593578905E+06,  1.069652960480003E+06, -1.847426389056835E+05,  1.516848798913948E+01, -8.357495580272330E+00,  1.478361520648450E+00,
2457813.584027778, A.D. 2017-Mar-01 02:01:00.0000, -1.982540484546959E+06,  1.069151510749014E+06, -1.846539371862181E+05,  1.516847974550388E+01, -8.357495453248040E+00,  1.478362461696374E+00,
2457813.584722222, A.D. 2017-Mar-01 02:02:00.0000, -1.981630376009285E+06,  1.068650061025546E+06, -1.845652354102777E+05,  1.516847151038420E+01, -8.357495330068723E+00,  1.478363402920511E+00,
2457813.585416667, A.D. 2017-Mar-01 02:03:00.0000, -1.980720267965496E+06,  1.068148611309337E+06, -1.844765335778664E+05,  1.516846328378598E+01, -8.357495210737056E+00,  1.478364344321333E+00,
2457813.586111111, A.D. 2017-Mar-01 02:04:00.0000, -1.979810160415053E+06,  1.067647161600173E+06, -1.843878316889527E+05,  1.516845506571474E+01, -8.357495095255638E+00,  1.478365285899278E+00,
2457813.586805556, A.D. 2017-Mar-01 02:05:00.0000, -1.978900053357482E+06,  1.067145711897829E+06, -1.842991297435522E+05,  1.516844685617601E+01, -8.357494983627141E+00,  1.478366227654829E+00,
2457813.587500000, A.D. 2017-Mar-01 02:06:00.0000, -1.977989946792156E+06,  1.066644262202065E+06, -1.842104277416345E+05,  1.516843865517536E+01, -8.357494875854190E+00,  1.478367169588423E+00,
2457813.588194444, A.D. 2017-Mar-01 02:07:00.0000, -1.977079840718657E+06,  1.066142812512649E+06, -1.841217256831957E+05,  1.516843046271833E+01, -8.357494771939445E+00,  1.478368111700539E+00,
2457813.588888889, A.D. 2017-Mar-01 02:08:00.0000, -1.976169735136449E+06,  1.065641362829347E+06, -1.840330235682285E+05,  1.516842227881049E+01, -8.357494671885592E+00,  1.478369053991641E+00,
2457813.589583333, A.D. 2017-Mar-01 02:09:00.0000, -1.975259630045056E+06,  1.065139913151947E+06, -1.839443213967178E+05,  1.516841410345743E+01, -8.357494575695274E+00,  1.478369996462196E+00,
2457813.590277778, A.D. 2017-Mar-01 02:10:00.0000, -1.974349525443882E+06,  1.064638463480196E+06, -1.838556191686474E+05,  1.516840593666474E+01, -8.357494483371140E+00,  1.478370939112651E+00,
2457813.590972222, A.D. 2017-Mar-01 02:11:00.0000, -1.973439421332449E+06,  1.064137013813868E+06, -1.837669168840163E+05,  1.516839777843800E+01, -8.357494394915896E+00,  1.478371881943485E+00,
2457813.591666667, A.D. 2017-Mar-01 02:12:00.0000, -1.972529317710310E+06,  1.063635564152719E+06, -1.836782145428044E+05,  1.516838962878284E+01, -8.357494310332227E+00,  1.478372824955165E+00,
2457813.592361111, A.D. 2017-Mar-01 02:13:00.0000, -1.971619214576811E+06,  1.063134114496544E+06, -1.835895121450163E+05,  1.516838148770486E+01, -8.357494229622782E+00,  1.478373768148154E+00,
2457813.593055556, A.D. 2017-Mar-01 02:14:00.0000, -1.970709111931592E+06,  1.062632664845097E+06, -1.835008096906386E+05,  1.516837335520971E+01, -8.357494152790279E+00,  1.478374711522928E+00,
2457813.593750000, A.D. 2017-Mar-01 02:15:00.0000, -1.969799009774059E+06,  1.062131215198133E+06, -1.834121071796381E+05,  1.516836523130301E+01, -8.357494079837410E+00,  1.478375655079947E+00,
2457813.594444444, A.D. 2017-Mar-01 02:16:00.0000, -1.968888908103645E+06,  1.061629765555426E+06, -1.833234046120105E+05,  1.516835711599042E+01, -8.357494010766869E+00,  1.478376598819686E+00,
2457813.595138889, A.D. 2017-Mar-01 02:17:00.0000, -1.967978806919932E+06,  1.061128315916761E+06, -1.832347019877674E+05,  1.516834900927759E+01, -8.357493945581362E+00,  1.478377542742614E+00,
2457813.595833333, A.D. 2017-Mar-01 02:18:00.0000, -1.967068706222385E+06,  1.060626866281880E+06, -1.831459993068829E+05,  1.516834091117021E+01, -8.357493884283624E+00,  1.478378486849211E+00,
2457813.596527778, A.D. 2017-Mar-01 02:19:00.0000, -1.966158606010467E+06,  1.060125416650567E+06, -1.830572965693487E+05,  1.516833282167394E+01, -8.357493826876333E+00,  1.478379431139939E+00,
2457813.597222222, A.D. 2017-Mar-01 02:20:00.0000, -1.965248506283611E+06,  1.059623967022587E+06, -1.829685937751477E+05,  1.516832474079447E+01, -8.357493773362233E+00,  1.478380375615275E+00,
2457813.597916667, A.D. 2017-Mar-01 02:21:00.0000, -1.964338407041371E+06,  1.059122517397685E+06, -1.828798909242672E+05,  1.516831666853751E+01, -8.357493723744053E+00,  1.478381320275699E+00,
2457813.598611111, A.D. 2017-Mar-01 02:22:00.0000, -1.963428308283210E+06,  1.058621067775658E+06, -1.827911880167081E+05,  1.516830860490877E+01, -8.357493678024520E+00,  1.478382265121682E+00,
2457813.599305556, A.D. 2017-Mar-01 02:23:00.0000, -1.962518210008591E+06,  1.058119618156247E+06, -1.827024850524480E+05,  1.516830054991397E+01, -8.357493636206367E+00,  1.478383210153696E+00,
2457813.600000000, A.D. 2017-Mar-01 02:24:00.0000, -1.961608112217039E+06,  1.057618168539236E+06, -1.826137820314819E+05,  1.516829250355883E+01, -8.357493598292342E+00,  1.478384155372223E+00,
2457813.600694444, A.D. 2017-Mar-01 02:25:00.0000, -1.960698014907986E+06,  1.057116718924373E+06, -1.825250789538067E+05,  1.516828446584912E+01, -8.357493564285198E+00,  1.478385100777747E+00,
2457813.601388889, A.D. 2017-Mar-01 02:26:00.0000, -1.959787918080986E+06,  1.056615269311439E+06, -1.824363758193881E+05,  1.516827643679055E+01, -8.357493534187686E+00,  1.478386046370736E+00,
2457813.602083333, A.D. 2017-Mar-01 02:27:00.0000, -1.958877821735412E+06,  1.056113819700197E+06, -1.823476726282287E+05,  1.516826841638892E+01, -8.357493508002559E+00,  1.478386992151676E+00,
2457813.602777778, A.D. 2017-Mar-01 02:28:00.0000, -1.957967725870848E+06,  1.055612370090408E+06, -1.822589693803349E+05,  1.516826040464998E+01, -8.357493485732590E+00,  1.478387938121046E+00,
2457813.603472222, A.D. 2017-Mar-01 02:29:00.0000, -1.957057630486697E+06,  1.055110920481834E+06, -1.821702660756564E+05,  1.516825240157953E+01, -8.357493467380539E+00,  1.478388884279332E+00,
2457813.604166667, A.D. 2017-Mar-01 02:30:00.0000, -1.956147535582513E+06,  1.054609470874233E+06, -1.820815627142097E+05,  1.516824440718334E+01, -8.357493452949193E+00,  1.478389830627008E+00,
2457813.604861111, A.D. 2017-Mar-01 02:31:00.0000, -1.955237441157639E+06,  1.054108021267388E+06, -1.819928592959699E+05,  1.516823642146724E+01, -8.357493442441331E+00,  1.478390777164572E+00,
2457813.605555556, A.D. 2017-Mar-01 02:32:00.0000, -1.954327347211748E+06,  1.053606571661070E+06, -1.819041558209429E+05,  1.516822844443703E+01, -8.357493435859732E+00,  1.478391723892491E+00,
2457813.606250000, A.D. 2017-Mar-01 02:33:00.0000, -1.953417253744155E+06,  1.053105122055012E+06, -1.818154522891032E+05,  1.516822047609854E+01, -8.357493433207189E+00,  1.478392670811257E+00,
2457813.606944445, A.D. 2017-Mar-01 02:34:00.0000, -1.952507160754412E+06,  1.052603672449006E+06, -1.817267487004489E+05,  1.516821251645761E+01, -8.357493434486502E+00,  1.478393617921359E+00,
2457813.607638889, A.D. 2017-Mar-01 02:35:00.0000, -1.951597068242013E+06,  1.052102222842803E+06, -1.816380450549500E+05,  1.516820456552008E+01, -8.357493439700477E+00,  1.478394565223287E+00,
2457813.608333333, A.D. 2017-Mar-01 02:36:00.0000, -1.950686976206392E+06,  1.051600773236158E+06, -1.815493413526134E+05,  1.516819662329180E+01, -8.357493448851915E+00,  1.478395512717525E+00,
2457813.609027778, A.D. 2017-Mar-01 02:37:00.0000, -1.949776884647042E+06,  1.051099323628859E+06, -1.814606375934207E+05,  1.516818868977865E+01, -8.357493461943651E+00,  1.478396460404563E+00,
2457813.609722222, A.D. 2017-Mar-01 02:38:00.0000, -1.948866793563426E+06,  1.050597874020643E+06, -1.813719337773593E+05,  1.516818076498651E+01, -8.357493478978460E+00,  1.478397408284881E+00,
2457813.610416667, A.D. 2017-Mar-01 02:39:00.0000, -1.947956702955067E+06,  1.050096424411308E+06, -1.812832299044305E+05,  1.516817284892125E+01, -8.357493499959205E+00,  1.478398356358987E+00,
2457813.611111111, A.D. 2017-Mar-01 02:40:00.0000, -1.947046612821400E+06,  1.049594974800569E+06, -1.811945259745929E+05,  1.516816494158880E+01, -8.357493524888701E+00,  1.478399304627359E+00,
2457813.611805555, A.D. 2017-Mar-01 02:41:00.0000, -1.946136523161858E+06,  1.049093525188236E+06, -1.811058219878604E+05,  1.516815704299504E+01, -8.357493553769794E+00,  1.478400253090501E+00,
2457813.612500000, A.D. 2017-Mar-01 02:42:00.0000, -1.945226433976054E+06,  1.048592075574045E+06, -1.810171179442207E+05,  1.516814915314591E+01, -8.357493586605306E+00,  1.478401201748894E+00,
2457813.613194444, A.D. 2017-Mar-01 02:43:00.0000, -1.944316345263332E+06,  1.048090625957755E+06, -1.809284138436467E+05,  1.516814127204733E+01, -8.357493623398108E+00,  1.478402150603044E+00,
2457813.613888889, A.D. 2017-Mar-01 02:44:00.0000, -1.943406257023215E+06,  1.047589176339154E+06, -1.808397096861435E+05,  1.516813339970526E+01, -8.357493664151040E+00,  1.478403099653444E+00,
2457813.614583333, A.D. 2017-Mar-01 02:45:00.0000, -1.942496169255227E+06,  1.047087726717986E+06, -1.807510054716851E+05,  1.516812553612563E+01, -8.357493708866958E+00,  1.478404048900583E+00,
2457813.615277778, A.D. 2017-Mar-01 02:46:00.0000, -1.941586081958711E+06,  1.046586277094014E+06, -1.806623012002710E+05,  1.516811768131443E+01, -8.357493757548731E+00,  1.478404998344965E+00,
2457813.615972222, A.D. 2017-Mar-01 02:47:00.0000, -1.940675995133281E+06,  1.046084827466995E+06, -1.805735968718810E+05,  1.516810983527762E+01, -8.357493810199211E+00,  1.478405947987083E+00,
2457813.616666667, A.D. 2017-Mar-01 02:48:00.0000, -1.939765908778310E+06,  1.045583377836708E+06, -1.804848924865039E+05,  1.516810199802119E+01, -8.357493866821303E+00,  1.478406897827445E+00,
2457813.617361111, A.D. 2017-Mar-01 02:49:00.0000, -1.938855822893351E+06,  1.045081928202908E+06, -1.803961880441398E+05,  1.516809416955114E+01, -8.357493927417876E+00,  1.478407847866546E+00,
2457813.618055556, A.D. 2017-Mar-01 02:50:00.0000, -1.937945737477809E+06,  1.044580478565346E+06, -1.803074835447655E+05,  1.516808634987347E+01, -8.357493991991806E+00,  1.478408798104884E+00,
2457813.618750000, A.D. 2017-Mar-01 02:51:00.0000, -1.937035652531147E+06,  1.044079028923787E+06, -1.802187789883605E+05,  1.516807853899421E+01, -8.357494060545987E+00,  1.478409748542961E+00,
2457813.619444444, A.D. 2017-Mar-01 02:52:00.0000, -1.936125568052948E+06,  1.043577579277999E+06, -1.801300743749376E+05,  1.516807073691938E+01, -8.357494133083323E+00,  1.478410699181286E+00,
2457813.620138889, A.D. 2017-Mar-01 02:53:00.0000, -1.935215484042555E+06,  1.043076129627737E+06, -1.800413697044564E+05,  1.516806294365503E+01, -8.357494209606726E+00,  1.478411650020366E+00,
2457813.620833333, A.D. 2017-Mar-01 02:54:00.0000, -1.934305400499523E+06,  1.042574679972764E+06, -1.799526649769270E+05,  1.516805515920721E+01, -8.357494290119092E+00,  1.478412601060695E+00,
2457813.621527778, A.D. 2017-Mar-01 02:55:00.0000, -1.933395317423254E+06,  1.042073230312847E+06, -1.798639601923217E+05,  1.516804738358198E+01, -8.357494374623327E+00,  1.478413552302780E+00,
2457813.622222222, A.D. 2017-Mar-01 02:56:00.0000, -1.932485234813303E+06,  1.041571780647731E+06, -1.797752553506478E+05,  1.516803961678542E+01, -8.357494463122379E+00,  1.478414503747138E+00,
2457813.622916667, A.D. 2017-Mar-01 02:57:00.0000, -1.931575152669102E+06,  1.041070330977194E+06, -1.796865504518742E+05,  1.516803185882360E+01, -8.357494555619143E+00,  1.478415455394262E+00,
2457813.623611111, A.D. 2017-Mar-01 02:58:00.0000, -1.930665070990115E+06,  1.040568881300965E+06, -1.795978454959924E+05,  1.516802410970265E+01, -8.357494652116575E+00,  1.478416407244673E+00,
2457813.624305556, A.D. 2017-Mar-01 02:59:00.0000, -1.929754989775747E+06,  1.040067431618855E+06, -1.795091404830024E+05,  1.516801636942865E+01, -8.357494752617605E+00,  1.478417359298879E+00,
2457813.625000000, A.D. 2017-Mar-01 03:00:00.0000, -1.928844909025580E+06,  1.039565981930587E+06, -1.794204354128729E+05,  1.516800863800773E+01, -8.357494857125172E+00,  1.478418311557380E+00,
2457813.625694444, A.D. 2017-Mar-01 03:01:00.0000, -1.927934828738987E+06,  1.039064532235925E+06, -1.793317302856033E+05,  1.516800091544602E+01, -8.357494965642239E+00,  1.478419264020706E+00,
2457813.626388889, A.D. 2017-Mar-01 03:02:00.0000, -1.927024748915553E+06,  1.038563082534622E+06, -1.792430251011803E+05,  1.516799320174966E+01, -8.357495078171741E+00,  1.478420216689347E+00,
2457813.627083333, A.D. 2017-Mar-01 03:03:00.0000, -1.926114669554621E+06,  1.038061632826456E+06, -1.791543198595963E+05,  1.516798549692480E+01, -8.357495194716662E+00,  1.478421169563837E+00,
2457813.627777778, A.D. 2017-Mar-01 03:04:00.0000, -1.925204590655714E+06,  1.037560183111181E+06, -1.790656145608378E+05,  1.516797780097762E+01, -8.357495315279950E+00,  1.478422122644683E+00,
2457813.628472222, A.D. 2017-Mar-01 03:05:00.0000, -1.924294512218326E+06,  1.037058733388548E+06, -1.789769092048751E+05,  1.516797011391427E+01, -8.357495439864586E+00,  1.478423075932393E+00,
2457813.629166667, A.D. 2017-Mar-01 03:06:00.0000, -1.923384434241861E+06,  1.036557283658312E+06, -1.788882037917149E+05,  1.516796243574097E+01, -8.357495568473546E+00,  1.478424029427491E+00,
2457813.629861111, A.D. 2017-Mar-01 03:07:00.0000, -1.922474356725872E+06,  1.036055833920241E+06, -1.787994983213464E+05,  1.516795476646389E+01, -8.357495701109828E+00,  1.478424983130496E+00,
2457813.630555556, A.D. 2017-Mar-01 03:08:00.0000, -1.921564279669762E+06,  1.035554384174100E+06, -1.787107927937359E+05,  1.516794710608926E+01, -8.357495837776394E+00,  1.478425937041922E+00,
2457813.631250000, A.D. 2017-Mar-01 03:09:00.0000, -1.920654203072935E+06,  1.035052934419636E+06, -1.786220872089004E+05,  1.516793945462329E+01, -8.357495978476274E+00,  1.478426891162293E+00,
2457813.631944444, A.D. 2017-Mar-01 03:10:00.0000, -1.919744126934975E+06,  1.034551484656602E+06, -1.785333815667934E+05,  1.516793181207222E+01, -8.357496123212448E+00,  1.478427845492126E+00,
2457813.632638889, A.D. 2017-Mar-01 03:11:00.0000, -1.918834051255345E+06,  1.034050034884771E+06, -1.784446758674306E+05,  1.516792417844229E+01, -8.357496271987941E+00,  1.478428800031943E+00,
2457813.633333333, A.D. 2017-Mar-01 03:12:00.0000, -1.917923976033390E+06,  1.033548585103887E+06, -1.783559701107893E+05,  1.516791655373976E+01, -8.357496424805740E+00,  1.478429754782261E+00,
2457813.634027778, A.D. 2017-Mar-01 03:13:00.0000, -1.917013901268721E+06,  1.033047135313711E+06, -1.782672642968525E+05,  1.516790893797090E+01, -8.357496581668897E+00,  1.478430709743614E+00,
2457813.634722222, A.D. 2017-Mar-01 03:14:00.0000, -1.916103826960653E+06,  1.032545685513997E+06, -1.781785584256137E+05,  1.516790133114198E+01, -8.357496742580425E+00,  1.478431664916521E+00,
2457813.635416667, A.D. 2017-Mar-01 03:15:00.0000, -1.915193753108770E+06,  1.032044235704515E+06, -1.780898524970553E+05,  1.516789373325931E+01, -8.357496907543345E+00,  1.478432620301503E+00,
2457813.636111111, A.D. 2017-Mar-01 03:16:00.0000, -1.914283679712504E+06,  1.031542785885008E+06, -1.780011465111713E+05,  1.516788614432917E+01, -8.357497076560712E+00,  1.478433575899091E+00,
2457813.636805556, A.D. 2017-Mar-01 03:17:00.0000, -1.913373606771290E+06,  1.031041336055261E+06, -1.779124404679536E+05,  1.516787856435789E+01, -8.357497249635570E+00,  1.478434531709816E+00,
2457813.637500000, A.D. 2017-Mar-01 03:18:00.0000, -1.912463534284592E+06,  1.030539886214974E+06, -1.778237343673617E+05,  1.516787099335180E+01, -8.357497426770959E+00,  1.478435487734201E+00,
2457813.638194445, A.D. 2017-Mar-01 03:19:00.0000, -1.911553462251902E+06,  1.030038436363960E+06, -1.777350282094158E+05,  1.516786343131722E+01, -8.357497607969945E+00,  1.478436443972773E+00,
2457813.638888889, A.D. 2017-Mar-01 03:20:00.0000, -1.910643390672684E+06,  1.029536986501943E+06, -1.776463219940810E+05,  1.516785587826051E+01, -8.357497793235579E+00,  1.478437400426068E+00,
2457813.639583333, A.D. 2017-Mar-01 03:21:00.0000, -1.909733319546372E+06,  1.029035536628692E+06, -1.775576157213599E+05,  1.516784833418804E+01, -8.357497982570939E+00,  1.478438357094613E+00,
2457813.640277778, A.D. 2017-Mar-01 03:22:00.0000, -1.908823248872370E+06,  1.028534086743951E+06, -1.774689093912298E+05,  1.516784079910618E+01, -8.357498175979103E+00,  1.478439313978946E+00,
2457813.640972222, A.D. 2017-Mar-01 03:23:00.0000, -1.907913178650260E+06,  1.028032636847481E+06, -1.773802030036769E+05,  1.516783327302130E+01, -8.357498373463152E+00,  1.478440271079598E+00,
2457813.641666667, A.D. 2017-Mar-01 03:24:00.0000, -1.907003108879417E+06,  1.027531186939052E+06, -1.772914965586906E+05,  1.516782575593982E+01, -8.357498575026161E+00,  1.478441228397100E+00,
2457813.642361111, A.D. 2017-Mar-01 03:25:00.0000, -1.906093039559364E+06,  1.027029737018415E+06, -1.772027900562643E+05,  1.516781824786813E+01, -8.357498780671223E+00,  1.478442185931987E+00,
2457813.643055555, A.D. 2017-Mar-01 03:26:00.0000, -1.905182970689505E+06,  1.026528287085294E+06, -1.771140834963765E+05,  1.516781074881266E+01, -8.357498990401456E+00,  1.478443143684806E+00,
2457813.643750000, A.D. 2017-Mar-01 03:27:00.0000, -1.904272902269304E+06,  1.026026837139474E+06, -1.770253768790223E+05,  1.516780325877985E+01, -8.357499204219954E+00,  1.478444101656078E+00,
2457813.644444444, A.D. 2017-Mar-01 03:28:00.0000, -1.903362834298283E+06,  1.025525387180706E+06, -1.769366702041717E+05,  1.516779577777613E+01, -8.357499422129836E+00,  1.478445059846361E+00,
2457813.645138889, A.D. 2017-Mar-01 03:29:00.0000, -1.902452766775817E+06,  1.025023937208736E+06, -1.768479634718321E+05,  1.516778830580797E+01, -8.357499644134206E+00,  1.478446018256178E+00,
2457813.645833333, A.D. 2017-Mar-01 03:30:00.0000, -1.901542699701399E+06,  1.024522487223331E+06, -1.767592566819794E+05,  1.516778084288184E+01, -8.357499870236198E+00,  1.478446976886072E+00,
2457813.646527778, A.D. 2017-Mar-01 03:31:00.0000, -1.900632633074462E+06,  1.024021037224221E+06, -1.766705498345984E+05,  1.516777338900421E+01, -8.357500100438930E+00,  1.478447935736593E+00,
2457813.647222222, A.D. 2017-Mar-01 03:32:00.0000, -1.899722566894561E+06,  1.023519587211189E+06, -1.765818429296841E+05,  1.516776594418158E+01, -8.357500334745573E+00,  1.478448894808279E+00,
2457813.647916667, A.D. 2017-Mar-01 03:33:00.0000, -1.898812501161009E+06,  1.023018137183974E+06, -1.764931359672209E+05,  1.516775850842046E+01, -8.357500573159237E+00,  1.478449854101675E+00,
2457813.648611111, A.D. 2017-Mar-01 03:34:00.0000, -1.897902435873359E+06,  1.022516687142334E+06, -1.764044289471886E+05,  1.516775108172737E+01, -8.357500815683078E+00,  1.478450813617324E+00,
2457813.649305556, A.D. 2017-Mar-01 03:35:00.0000, -1.896992371031016E+06,  1.022015237086008E+06, -1.763157218695847E+05,  1.516774366410882E+01, -8.357501062320257E+00,  1.478451773355769E+00,
2457813.650000000, A.D. 2017-Mar-01 03:36:00.0000, -1.896082306633443E+06,  1.021513787014767E+06, -1.762270147343785E+05,  1.516773625557138E+01, -8.357501313073930E+00,  1.478452733317558E+00,
2457813.650694444, A.D. 2017-Mar-01 03:37:00.0000, -1.895172242680192E+06,  1.021012336928362E+06, -1.761383075415833E+05,  1.516772885612158E+01, -8.357501567947281E+00,  1.478453693503252E+00,
2457813.651388889, A.D. 2017-Mar-01 03:38:00.0000, -1.894262179170579E+06,  1.020510886826527E+06, -1.760496002911538E+05,  1.516772146576601E+01, -8.357501826943462E+00,  1.478454653913377E+00,
2457813.652083333, A.D. 2017-Mar-01 03:39:00.0000, -1.893352116104096E+06,  1.020009436709041E+06, -1.759608929830987E+05,  1.516771408451123E+01, -8.357502090065658E+00,  1.478455614548492E+00,
